CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
SUBASI TRADE LTD,15325588,,,OFFICE 69 182-184 HIGH STREET NORTH,EAST HAM,LONDON,,UNITED KINGDOM,E6 2JA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325588,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SUGAR NAILS BY K. LTD,15326062,,,97 HENDAL LANE,,WAKEFIELD,,ENGLAND,WF2 7PD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/15326062,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SUHINATA INVESTMENTS LIMITED,OE031758,,,VISTRA CORPORATE SERVICES CENTRE,WICKHAMS CAY II,ROAD TOWN,TORTOLA,"VIRGIN ISLANDS, BRITISH",VG1110,Overseas Entity,Active,"VIRGIN ISLANDS, BRITISH",,2023-12-04,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OE031758,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SUMMIT SUPPORTED CARE LTD,15325367,,,35 FINCHLEY,LANE,LONDON,LONDON,UNITED KINGDOM,NW4 1BX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,87100 - Residential nursing care facilities,,,,0,0,http://business.data.gov.uk/id/company/15325367,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SUNXILINGNHG LTD,NI705790,,,56 LISBURN SQUARE,,LISBURN,,NORTHERN IRELAND,BT28 1TS,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",,,,0,0,http://business.data.gov.uk/id/company/NI705790,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SUNXILONGNJUYIK LTD,NI705793,,,60 LISBURN SQUARE,,LISBURN,,NORTHERN IRELAND,BT28 1TS,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",,,,0,0,http://business.data.gov.uk/id/company/NI705793,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SUPAFINE LTD,15325420,,,43 GRAVENEY PLACE,SPRINGFIELD,MILTON KEYNES,,ENGLAND,MK6 3LU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46420 - Wholesale of clothing and footwear,46450 - Wholesale of perfume and cosmetics,46480 - Wholesale of watches and jewellery,47910 - Retail sale via mail order houses or via Internet,0,0,http://business.data.gov.uk/id/company/15325420,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SUPERITSKILLS LIMITED,15325708,,,38 BREAN ROAD,,SWINDON,,ENGLAND,SN25 2NL,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/15325708,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SUPPLY TALENT LTD,15325905,,,"3RD FLOOR, 86-90",PAUL STREET,LONDON,,UNITED KINGDOM,EC2A 4NE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,78109 - Other activities of employment placement agencies,,,,0,0,http://business.data.gov.uk/id/company/15325905,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SUPREMIFY LTD,15325275,,,46 LOTHIAN AVENUE,,HAYES,,ENGLAND,UB4 0EQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47540 - Retail sale of electrical household appliances in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/15325275,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SWIFTLOBAL LIMITED,15325596,,,FLAT 32 ARCHERS COURT,ARISDALE AVENUE,SOUTH OCKENDON,,ENGLAND,RM15 5BD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",80100 - Private security activities,81222 - Specialised cleaning services,93199 - Other sports activities,0,0,http://business.data.gov.uk/id/company/15325596,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SXI LTD,15326150,,,2ND FLOOR COLLEGE HOUSE,"17 KING EDWARDS ROAD,","RUISLIP,","LONDON,",UNITED KINGDOM,HA4 7AE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,58130 - Publishing of newspapers,58141 - Publishing of learned journals,58210 - Publishing of computer games,58290 - Other software publishing,0,0,http://business.data.gov.uk/id/company/15326150,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SYED MUNTAZIR IMAM MEHDI LTD,15325681,,,54 STANLEY AVENUE,,DAGENHAM,,ENGLAND,RM8 1JJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325681,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SYNERGY TRUST EQUITY PARTNERS LIMITED,15326027,,,204 BRIGSTOCK ROAD,,THORNTON HEATH,,ENGLAND,CR7 7JD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15326027,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SYNTHETIX SOFTWARE LABS LTD,15325911,,,85 GREAT PORTLAND STREET,FIRST FLOOR,LONDON,,ENGLAND,W1W 7LT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/15325911,,,,,,,,,,,,,,,,,,,,,17/12/2024,
T HAWKINS SCREEDING LTD,15325464,,,38 TEDDINGTON GARDENS,,GLOUCESTER,GLOUCESTERSHIRE,UNITED KINGDOM,GL4 6RJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,42990 - Construction of other civil engineering projects n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325464,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TA GRADY LIMITED,15325478,,,CORNER COTTAGE 35 CHURCH STREET,COLTISHALL,NORWICH,NORFOLK,ENGLAND,NR12 7DW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,52103 - Operation of warehousing and storage facilities for land transport activities,98000 - Residents property management,,,0,0,http://business.data.gov.uk/id/company/15325478,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TA INCORPORATED LTD,15326005,,,65 GLADSTONE ROAD,SPARKBROOK,BIRMINGHAM,,ENGLAND,B11 1LN,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15326005,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TAG LICHT (UK) LTD,15325330,,,31-53 XAPPEE BUILDING,HUNTERS ROAD,BIRMINGHAM,,UNITED KINGDOM,B19 1DP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46660 - Wholesale of other office machinery and equipment,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/15325330,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TAHIRREHAN LTD,15325452,,,35 MELBOURNE ROAD,,LONDON,,ENGLAND,E10 7HF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325452,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TASTY GREEK & ALBANIAN LTD,15325701,,,39 BEVERLEY CLOSE,,LONDON,,ENGLAND,N21 3JB,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/15325701,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TCHUDA COOKERY LTD,15325632,,,49 CITY ROAD,,NEWCASTLE UPON TYNE,,UNITED KINGDOM,NE1 2AQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,10850 - Manufacture of prepared meals and dishes,,,,0,0,http://business.data.gov.uk/id/company/15325632,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TDRCONSTRUCT LTD,15325277,,,66 ADMASTON ROAD,,LONDON,,ENGLAND,SE18 2TX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41201 - Construction of commercial buildings,,,,0,0,http://business.data.gov.uk/id/company/15325277,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TEAM CARE SERVICES LIMITED,15325466,,,46 ARTHUR ROAD,ERDINGTON,BIRMINGHAM,,ENGLAND,B24 9EU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"84120 - Regulation of health care, education, cultural and other social services, not incl. social security",,,,0,0,http://business.data.gov.uk/id/company/15325466,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TEAMDOMIN8 LTD,15325401,,,61 DERWENT CHASE,WAVERLEY,ROTHERHAM,,ENGLAND,S60 8AT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,85510 - Sports and recreation education,,,,0,0,http://business.data.gov.uk/id/company/15325401,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TEHMEENA LTD,15325317,,,20 DOOR NO.,"ST6 5HW 20 BANK STREET, TUNSTALL",STOKE ON TRENT,,UNITED KINGDOM,ST6 5HW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325317,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TEQPRO CUSTOMISING PRODUCTS LTD,15326087,,,UNIT 9 HICKLINGS BUSINESS UNITS,"KIRBY LANE, DEENE",CORBY,NORTHAMPTONSHIRE,UNITED KINGDOM,NN17 3EH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47520 - Retail sale of hardware, paints and glass in specialised stores",,,,0,0,http://business.data.gov.uk/id/company/15326087,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TEYIS PROPERTIES LIMITED,15325473,,,2 WEST PARK ROAD,,MAIDSTONE,,ENGLAND,ME15 7AE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/15325473,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THAT REUSE COMPANY LTD,15325898,,,"3RD FLOOR, 86-90",PAUL STREET,LONDON,ENGLAND,UNITED KINGDOM,EC2A 4NE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/15325898,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,OE031752,,,450 JANE STANFORD WAY,,STANFORD,CALIFORNIA,UNITED STATES,94305-2004,Overseas Entity,Active,UNITED STATES,,2023-12-04,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OE031752,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE BRAND BOXX LTD,15325856,,,185 NEWHOUSE ROAD,,BLACKPOOL,LANCASHIRE,UNITED KINGDOM,FY4 4PB,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,17230 - Manufacture of paper stationery,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),,,0,0,http://business.data.gov.uk/id/company/15325856,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE BROTHER'S CAR BODY PAINT AND REPAIR LTD,15325393,,,37 OSWESTRY STREET,,LIVERPOOL,,ENGLAND,L5 1AJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,43341 - Painting,45200 - Maintenance and repair of motor vehicles,,,0,0,http://business.data.gov.uk/id/company/15325393,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE CREATORS BRANCH CIC,15325422,,,6 HALSEY AVENUE,WEST DERBY,LIVERPOOL,MERSEYSIDE,UNITED KINGDOM,L12 7HP,Community Interest Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,90010 - Performing arts,,,,0,0,http://business.data.gov.uk/id/company/15325422,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE CUMBRIAN BAKEHOUSE LTD,15325513,,,36-40 DONCASTER ROAD,,BARNSLEY,,UNITED KINGDOM,S70 1TL,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/15325513,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE CURIOUS COOKIE LIMITED,15325362,,,5 TAYLOR DRIVE,,ALNWICK,,UNITED KINGDOM,NE66 1FF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56290 - Other food services,,,,0,0,http://business.data.gov.uk/id/company/15325362,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE DANCE SPOT LTD,15325286,,,6 TOWER ESTATE,POINT CLEAR BAY,CLACTON-ON-SEA,,ENGLAND,CO16 8NG,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,90010 - Performing arts,,,,0,0,http://business.data.gov.uk/id/company/15325286,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE DATATAINER LTD,15326056,,,14 WENDOVER DRIVE,,WELWYN,,ENGLAND,AL6 9LT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15326056,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE FLAVOUR BOXX LIMITED,15326132,,,3 BILLERS CHASE,SPRINGFIELD,CHELMSFORD,,ENGLAND,CM1 6BD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/15326132,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE HOUSE OF FRESH LTD,15325693,,,14 PATRICIA DRIVE,,TIPTON,,ENGLAND,DY4 7XF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,62011 - Ready-made interactive leisure and entertainment software development,64304 - Activities of open-ended investment companies,70229 - Management consultancy activities other than financial management,0,0,http://business.data.gov.uk/id/company/15325693,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE INTERNATIONAL IMPORT EXPORT CORPORATION LTD,15325919,,,UNIT 23 MONOHAUS,143 MARE STREET,LONDON,,ENGLAND,E8 3FW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46190 - Agents involved in the sale of a variety of goods,,,,0,0,http://business.data.gov.uk/id/company/15325919,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THE KEEP ON DRIVING CLUB LTD,15325882,,,FREEMAN HOUSE,8 OXFORD COURT,BISHOPSGATE,,UNITED KINGDOM,M2 3WQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,69102 - Solicitors,,,,0,0,http://business.data.gov.uk/id/company/15325882,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THERMO FISHER SCIENTIFIC FCS LIMITED,15326095,,,3RD FLOOR,1 ASHLEY ROAD,ALTRINCHAM,CHESHIRE,UNITED KINGDOM,WA14 2DT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/15326095,,,,,,,,,,,,,,,,,,,,,17/12/2024,
THORNTON EVENT PROPERTIES LIMITED,15325876,,,OXLEY HOUSE,LINCOLN WAY,LOUTH,LINCOLNSHIRE,UNITED KINGDOM,LN11 0LS,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15325876,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TIGER EYE ASSERT LIMITED,15325925,,,41 THIRD AVENUE,,DAGENHAM,,ENGLAND,RM10 9BE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/15325925,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TIGER MARTIAL ARTS BICESTER LLP,OC450166,,,SWATTON BARN,BADBURY,SWINDON,,ENGLAND,SN4 0EU,Limited Liability Partnership,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC450166,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TIJA PRO LTD,NI705801,,,59 HOLYWOOD ROAD,,BELFAST,,NORTHERN IRELAND,BT4 3BA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/NI705801,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TIMELESS LIVING LTD,15326096,,,3 KEMBLE MEWS,"READING ROAD, SHIPLAKE",HENLEY-ON-THAMES,OXFORDSHIRE,UNITED KINGDOM,RG9 3JN,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15326096,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TIPSY TIME GAME LTD,15325405,,,10 HADFIELD AVENUE,,WIRRAL,,UNITED KINGDOM,CH47 3DJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"32409 - Manufacture of other games and toys, n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/15325405,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TITAN TRANDING LIMITED,NI705792,,,5C WINDSOR PARK,,BELFAST,NORTHERN IRELAND,UNITED KINGDOM,BT9 6FD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/NI705792,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TITANIUM TECH UK LTD,15326026,,,1A NORWOOD GARDENS,,SOUTHALL,,ENGLAND,UB2 4ER,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47429 - Retail sale of telecommunications equipment other than mobile telephones,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/15326026,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TKSP CLARKE LTD,15325814,,,86B VICTORIA ROAD,,ALTON,,ENGLAND,GU34 2DD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"46150 - Agents involved in the sale of furniture, household goods, hardware and ironmongery",46420 - Wholesale of clothing and footwear,47910 - Retail sale via mail order houses or via Internet,"47990 - Other retail sale not in stores, stalls or markets",0,0,http://business.data.gov.uk/id/company/15325814,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TLC DEVELOPMENTS LTD,15325347,,,85 WESSEX ROAD,,DIDCOT,,ENGLAND,OX11 8BH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/15325347,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TOBY LINEVITZ-MATTHEWS LTD,15325833,,,11 BERESFORD ROAD,,LONDON,,UNITED KINGDOM,N2 8AT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"59120 - Motion picture, video and television programme post-production activities",,,,0,0,http://business.data.gov.uk/id/company/15325833,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TOP WALL CONSTRUCTION LTD,15326143,,,41 STIPULARIS DRIVE,,HAYES,,ENGLAND,UB4 9PP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41201 - Construction of commercial buildings,41202 - Construction of domestic buildings,,,0,0,http://business.data.gov.uk/id/company/15326143,,,,,,,,,,,,,,,,,,,,,17/12/2024,
"TOPCENT CO,. LTD",15325623,,,"202 LONSDALE HOUSE, A16",52 BLUCHER STREET,BIRMINGHAM,,UNITED KINGDOM,B1 1QU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325623,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TR TELECOME LTD,15325716,,,481 HINKLER ROAD,,SOUTHAMPTON,,ENGLAND,SO19 6DN,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,58290 - Other software publishing,62011 - Ready-made interactive leisure and entertainment software development,62090 - Other information technology service activities,96090 - Other service activities n.e.c.,0,0,http://business.data.gov.uk/id/company/15325716,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TRADE THUNDER LTD,15325597,,,428 FOLSEHILL ROAD,FOLSEHILL ROAD,COVENTRY,WARWICKSHIRE,ENGLAND,CV65JX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"46390 - Non-specialised wholesale of food, beverages and tobacco",,,,0,0,http://business.data.gov.uk/id/company/15325597,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TRADING HOUSE GROUP LTD,15325685,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64999 - Financial intermediation not elsewhere classified,,,,0,0,http://business.data.gov.uk/id/company/15325685,,,,,,,,,,,,,,,,,,,,,17/12/2024,
TRANSLIFE FA LTD,15325545,,,20 ELAND ROAD,LANGWITH JUNCTION,MANSFIELD,,ENGLAND,NG20 9RW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/15325545,,,,,,,,,,,,,,,,,,,,,17/12/2024,
