CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
ANJUM PROPERTY LTD,15325357,,,SUITE 9B TURNER BUSINESS CENTRE,GREENGATATE,MIDDLETON,,UNITED KINGDOM,M24 1RU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/15325357,,,,,,,,,,,,,,,,,,,,,17/12/2024,
APACHE A.H. ENGINEERING LTD,15325926,,,53C STATION ROAD,MANEA,MARCH,,ENGLAND,PE15 0HE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,33170 - Repair and maintenance of other transport equipment n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325926,,,,,,,,,,,,,,,,,,,,,17/12/2024,
APEXFACADES INNOVATIONS LTD,15325861,,,71 HOUNSFIELD ROAD,,ROTHERHAM,,ENGLAND,S65 3PX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325861,,,,,,,,,,,,,,,,,,,,,17/12/2024,
APL EXPRESS LIMITED,15325877,,,39 ST. MILDREDS AVENUE,,LUTON,BEDFORDSHIRE,UNITED KINGDOM,LU3 1QP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325877,,,,,,,,,,,,,,,,,,,,,17/12/2024,
APPLIED SOFTWARE LTD,15325939,,,20 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,62012 - Business and domestic software development,62020 - Information technology consultancy activities,,,0,0,http://business.data.gov.uk/id/company/15325939,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ARB SOLICITORS LTD,15325944,,,C/O LIPTON,"FIRST FLOOR, 20 HIGH STREET",LONDON,,UNITED KINGDOM,E15 2PP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,69102 - Solicitors,,,,0,0,http://business.data.gov.uk/id/company/15325944,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ARCHANGEL CATERERS LIMITED,15325991,,,24 MOUNT PLEASANT,COCKFOSTERS,BARNET,HERTS,ENGLAND,EN4 9HH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56210 - Event catering activities,,,,0,0,http://business.data.gov.uk/id/company/15325991,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ARELSCO OHT LTD,15325721,,,20 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/15325721,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ARFA HUSSAIN LTD,15326084,,,284 CHASE ROAD A BLOCK UNIT 624,2ND FLOOR,LONDON,,UNITED KINGDOM,N14 6HF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15326084,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ARMYN LTD,15325499,,,26 COLNE,TINKERS BRIDGE,MILTON KEYNES,,ENGLAND,MK6 3DJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41202 - Construction of domestic buildings,81210 - General cleaning of buildings,,,0,0,http://business.data.gov.uk/id/company/15325499,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ARNISES DECORATINGS LTD LIMITED,15326073,,,109A JOHNSTON STREET,,BLACKBURN,,UNITED KINGDOM,BB2 1HY,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,43341 - Painting,,,,0,0,http://business.data.gov.uk/id/company/15326073,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AROUND MY HOME LTD,15325992,,,FLAT 13 DENTON COURT,BOBMORE LANE,MARLOW,BUCKINGHAMSHIRE,UNITED KINGDOM,SL7 1GW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,49420 - Removal services,81222 - Specialised cleaning services,81300 - Landscape service activities,97000 - Activities of households as employers of domestic personnel,0,0,http://business.data.gov.uk/id/company/15325992,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ARP SOCIAL LTD,15325503,,,FLAT 9 BELLVIEW HOUSE,91 MARLPIT LANE,COULSDON,,UNITED KINGDOM,CR5 2HH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,73110 - Advertising agencies,86900 - Other human health activities,,,0,0,http://business.data.gov.uk/id/company/15325503,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ARTHURS FOOD HUB LIMITED,15325682,,,34 GRAHAM STREET,,CASNEWYDD,NEWPORT,UNITED KINGDOM,NP20 4GH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56210 - Event catering activities,,,,0,0,http://business.data.gov.uk/id/company/15325682,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ARTINNA LTD,15325749,,,85 GREAT PORTLAND STREET,FIRST FLOOR,LONDON,,ENGLAND,W1W 7LT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325749,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ARU SOLUTIONS LTD,15325402,,,FLAT 12,34 ASHTON ROAD,LUTON,,ENGLAND,LU1 3QE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"46510 - Wholesale of computers, computer peripheral equipment and software",,,,0,0,http://business.data.gov.uk/id/company/15325402,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AS SECURITY SERVICES LIMITED,15325585,,,70 WESTWOOD ROAD,,ILFORD,,ENGLAND,IG3 8RZ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,80100 - Private security activities,,,,0,0,http://business.data.gov.uk/id/company/15325585,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ASAG PREMEDIA SOLUTIONS LTD,15325605,,,105 ST. GEORGES ROAD,,COVENTRY,,ENGLAND,CV1 2DJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/15325605,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ASANA CAPITAL LTD,15325267,,,83 ASH GROVE,,HOUNSLOW,,ENGLAND,TW5 9DU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/15325267,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ASANDEX HEALTHCARE LIMITED,15325714,,,27 DUNSTABLE CLOSE,,LUTON,,ENGLAND,LU4 8DP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",87300 - Residential care activities for the elderly and disabled,,,0,0,http://business.data.gov.uk/id/company/15325714,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ASHBERY LTD,15325434,,,LEVEL 1 DEVONSHIRE HOUSE,1 MAYFAIR PLACE,MAYFAIR,LONDON,UNITED KINGDOM,W1J 8AJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64303 - Activities of venture and development capital companies,,,,0,0,http://business.data.gov.uk/id/company/15325434,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ASIFASSHOP LTD,15325744,,,OFFICE 8865,182-184 HIGH STREET NORTH EAST HAM,LONDON,,UNITED KINGDOM,E6 2JA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/15325744,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ASIPHASHOP LTD,15325674,,,OFFICE 8863,182-184 HIGH STREET NORTH EAST HAM,LONDON,,UNITED KINGDOM,E6 2JA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/15325674,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ASPARRO CARS LTD,15326037,,,UNIT 220 WHARFEDALE ROAD,WINNERSH,WOKINGHAM,,ENGLAND,RG41 5TP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,45112 - Sale of used cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/15326037,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ASPIRE BUSINESS PSYCHOLOGY CONSULTING LTD,15325819,,,110 GREENWAY AVENUE,,LONDON,,ENGLAND,E17 3QW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/15325819,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ASPIRE MC PROPERTIES LTD,15325558,,,8 EPSOM HOUSE,FORGE DRIVE,CHESTERFIELD,DERBYSHIRE,UNITED KINGDOM,S40 2FP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15325558,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ASTRA VENTURE INVESTMENTS LTD,15326119,,,"3RD FLOOR, 86-90",PAUL STREET,LONDON,ENGLAND,UNITED KINGDOM,EC2A 4NE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/15326119,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ATLANTEAN AUTOS LTD,15325547,,,10 SCHOOL ROAD,PEEL GREEN,ECCLES,,UNITED KINGDOM,M30 7BJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"49319 - Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",,,,0,0,http://business.data.gov.uk/id/company/15325547,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ATOZSECURITY LIMITED,15326035,,,29 MOWBRAY ROAD,,LONDON,,ENGLAND,NW6 7QS,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,82990 - Other business support service activities n.e.c.,84110 - General public administration activities,84240 - Public order and safety activities,84300 - Compulsory social security activities,0,0,http://business.data.gov.uk/id/company/15326035,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ATY TRANSPORT LTD,15325409,,,63 WESTFIELDS ROAD,,CORBY,,ENGLAND,NN17 1HF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/15325409,,,,,,,,,,,,,,,,,,,,,17/12/2024,
"AUDLEY PRODUCTIONS, INC.",OE031747,,,SUITE 1700,11400 WEST OLYMPIC BOULEVARD,LOS ANGELES,CALIFORNIA,UNITED STATES,90064,Overseas Entity,Active,UNITED STATES,,2023-12-04,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OE031747,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AURORA UK ACQUISITIONCO PTE LIMITED,15325933,,,"SUITE 5, 7TH FLOOR",50 BROADWAY,LONDON,,UNITED KINGDOM,SW1H 0DB,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325933,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AUTISM RESPITE AND ADVOCACY LIMITED,15325639,,,59 MERRILEES CRESCENT,HOLLAND-ON-SEA,CLACTON-ON-SEA,,ENGLAND,CO15 5XY,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",,,,0,0,http://business.data.gov.uk/id/company/15325639,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AUTO DEALS UK LTD,15325494,,,9 GUILDFORD ROAD,,COLCHESTER,,ENGLAND,CO1 2RT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,45112 - Sale of used cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/15325494,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AUTOBASE MOTORS LTD,15325501,,,AUTOBASE,WALSALL RD,DARLASTON,WEDNESBURY,UNITED KINGDOM,WS10 9SS,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,45112 - Sale of used cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/15325501,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AUTOPOINT HITCHIN LIMITED,15325329,,,9 WALLACE WAY,,HITCHIN,,ENGLAND,SG4 0SE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15325329,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AVICK'S RADIOGRAPHY SERVICES CO LTD,15325976,,,BRAMHALL HOUSE 14 ACK LANE EAST,BRAMHALL,STOCKPORT,,UNITED KINGDOM,SK7 2BY,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/15325976,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AVK FOODS PRIVATE LIMITED,15325580,,,66 MARKET PLACE,,WARWICK,,UNITED KINGDOM,CV34 4SD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/15325580,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AWE INTERIORS LIMITED,15325468,,,11 WEST DRIVE,GATLEY,CHEADLE,,ENGLAND,SK8 4JJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,43390 - Other building completion and finishing,68100 - Buying and selling of own real estate,,,0,0,http://business.data.gov.uk/id/company/15325468,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AXMINSTER & CAMBOURNE CAPITAL LIMITED,15326152,,,"OAK TREE HOUSE, HARWOOD ROAD NORTHMINSTER BUSINESS PARK",UPPER POPPLETON,YORK,,UNITED KINGDOM,YO26 6QU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64205 - Activities of financial services holding companies,64304 - Activities of open-ended investment companies,66300 - Fund management activities,,0,0,http://business.data.gov.uk/id/company/15326152,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AY & G ESTATES LTD,15325415,,,128 KYVERDALE ROAD,,LONDON,,ENGLAND,N16 6PR,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/15325415,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AYRES AUDITS LIMITED,15326074,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47540 - Retail sale of electrical household appliances in specialised stores,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),70229 - Management consultancy activities other than financial management,73120 - Media representation services,0,0,http://business.data.gov.uk/id/company/15326074,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AZURE PROPERTY SOLUTIONS LIMITED,15325285,,,445 MOSELEY ROAD,,BIRMINGHAM,,ENGLAND,B12 9BX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,,0,0,http://business.data.gov.uk/id/company/15325285,,,,,,,,,,,,,,,,,,,,,17/12/2024,
AZXON LIMITED,15325505,,,HAPPY HOUSE,DURHAM ROAD,SUNDERLAND,TYNE AND WEAR,UNITED KINGDOM,SR3 4BY,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,64304 - Activities of open-ended investment companies,"74909 - Other professional, scientific and technical activities n.e.c.",86210 - General medical practice activities,,0,0,http://business.data.gov.uk/id/company/15325505,,,,,,,,,,,,,,,,,,,,,17/12/2024,
A’LBSHOP LTD,15325453,,,1 BLOXOMS CLOSE,BRAUNSTONE,LEICESTER,,ENGLAND,LE3 2YA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/15325453,,,,,,,,,,,,,,,,,,,,,17/12/2024,
B BAKERS TRADERS LTD,15325603,,,FLAT 5 BOULTS LODGE,BOULTS WALK,READING,,UNITED KINGDOM,RG2 0AX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325603,,,,,,,,,,,,,,,,,,,,,17/12/2024,
B H ACCOMODATIONS LTD,15326039,,,124 CITY ROAD,LONDON,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15326039,,,,,,,,,,,,,,,,,,,,,17/12/2024,
B4AB LTD,15325753,,,20 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325753,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BAHAMAS MARITIME AUTHORITY,OE031751,,,SHIRLAW HOUSE 226 SHIRLEY STREET,P.O. BOX N-4679,NASSAU,,BAHAMAS,,Overseas Entity,Active,BAHAMAS,,2023-12-04,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OE031751,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BANARAS LONDON LTD,15325591,,,108 WALTON AVENUE,,HARROW,,ENGLAND,HA2 8QX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56101 - Licensed restaurants,56103 - Take-away food shops and mobile food stands,62020 - Information technology consultancy activities,85590 - Other education n.e.c.,0,0,http://business.data.gov.uk/id/company/15325591,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BANGHELPXU LTD,15325645,,,12 CALDER STREET,ASHTON-ON-RIBBLE,PRESTON,,ENGLAND,PR2 1BD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325645,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BAS CARE LIMITED,15325487,,,96 PAYNES LANE,,COVENTRY,,ENGLAND,CV1 5LJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,87900 - Other residential care activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325487,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BASETIME LTD,15325955,,,81 HEELEY ROAD,,LYTHAM ST. ANNES,,ENGLAND,FY8 2HS,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/15325955,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BASSETLAW CLEANING SERVICES LIMITED,15325668,,,14 WAVERLEY WAY,,WORKSOP,,ENGLAND,S80 2SR,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,81210 - General cleaning of buildings,,,,0,0,http://business.data.gov.uk/id/company/15325668,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BAUDRISE LIMITED,15325307,,,HURLINGHAM STUDIOS,RANELAGH GARDENS,LONDON,SELECT REGION/STATE/PROVINCE IF APPLICABLE,UNITED KINGDOM,SW6 3PA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,81100 - Combined facilities support activities,,,,0,0,http://business.data.gov.uk/id/company/15325307,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BAXTERS TREE CARE LTD,15325754,,,19C CHESTER STREET,,SALTNEY,CHESTER,ENGLAND,CH4 8BL,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,81300 - Landscape service activities,,,,0,0,http://business.data.gov.uk/id/company/15325754,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BAZAAR LIMITED,15326121,,,63 WHITACRE ROAD,,BIRMINGHAM,,ENGLAND,B9 5NH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/15326121,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BEAR’S CARE & DOG THERPY LTD,15325901,,,49 CLOVER WAY,,TONBRIDGE,,ENGLAND,TN12 6BQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",87300 - Residential care activities for the elderly and disabled,,,0,0,http://business.data.gov.uk/id/company/15325901,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BEAUTYSPARKELS LIMITED,15325755,,,85 GREAT PORTLAND STREET,FIRST FLOOR,LONDON,,ENGLAND,W1W 7LT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325755,,,,,,,,,,,,,,,,,,,,,17/12/2024,
BEMA 2 LIMITED,15326101,,,101 MUNSTER GARDENS,,LONDON,,ENGLAND,N13 5DU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/15326101,,,,,,,,,,,,,,,,,,,,,17/12/2024,
